"year__annee","month__mois","day__jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite__attrape"
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.01666,0.370222222222222
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.00740444444444444,0.925555555555556
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0.0222133333333333,3.88733333333333
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.0833,2.77666666666667
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,0.555333333333333
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",3130,"Nereis non-spécifié","Nereis unidentified","Nereis sp.",0,0.185111111111111
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0.0185111111111111,1.85111111111111
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.194366666666667,15.3642222222222
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,4.25755555555556
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0.151791111111111,15.1791111111111
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,0.185111111111111
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.490544444444444,0
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",9991,NA,"First Unidentified Per Set",NA,0,0.370222222222222
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",9992,NA,"Second Unidentified Per Set",NA,0.634931111111111,0
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,0.595
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.0595,1.19
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,1.785
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",202,"Raie lisse","Smooth skate","Malacoraja senta",0.2499,0.595
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,0.595
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,5.355
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.4046,4.165
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,1.785
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,0.595
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.2975,17.255
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0.8092,66.045
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,1.785
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.42245,0
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,0.49
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,0.49
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",1224,"Oeufs - Raie","Eggs -Skate","Rajidae sp. eggs",0,1.47
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.2303,7.84
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",3130,"Nereis non-spécifié","Nereis unidentified","Nereis sp.",0,0.49
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,3.43
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","Northern horsemussel","Modiolus modiolus",0,0.49
