"year__annee","month__mois","day__jour","start_hour__heure_de_depart","start_minute__minute_de_depart","latitude","longitude","gear__equipement","species__espece","french_name__nom_francais","english_name__nom_anglais","latin_name__nom_latin","weight_caught__poids_pris","number_caught__quantite_attrape"
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0.09,2
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.04,5
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0.12,21
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.45,15
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,3
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",3130,"Nereis non-spécifié","Nereis unidentified","Nereis sp.",0,1
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0.1,10
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",1.05,83
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,23
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0.82,82
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,1
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",2.65,0
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",9991,NA,"First Unidentified Per Set",NA,0,2
2012,6,27,13,57,46.2490833333333,-64.33125,"8 gang toothed scallop drag lined with 14 mm mesh",9992,NA,"Second Unidentified Per Set",NA,3.43,0
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,1
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0.1,2
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,3
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",202,"Raie lisse","Smooth skate","Malacoraja senta",0.42,1
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,1
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,9
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.68,7
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,3
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,1
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.5,29
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",1.36,111
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8300,"Anthozoa non-spécifié","Anthozoa unidentified","Anthozoa (c.)",0,3
2012,6,28,7,59,46.3359166666667,-64.3255,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.71,0
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,1
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",1224,"Oeufs - Raie","Eggs -Skate","Rajidae sp. eggs",0,3
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.47,16
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",3130,"Nereis non-spécifié","Nereis unidentified","Nereis sp.",0,1
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,7
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","Northern horsemussel","Modiolus modiolus",0,1
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.17,22
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,20
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,2
2012,6,28,9,28,46.3244166666667,-64.1281666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",3.37,0
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,1
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,7
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.21,14
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,80
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",4332,"Moule géante","Northern horsemussel","Modiolus modiolus",0,3
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",5200,"Patelle non-spécifié","Limpet unidentified",NA,0,1
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.5,50
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,14
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiuroidea non-spécifié","Brittle star unidentified","Ophiuroidea (c.)",0,1
2012,6,28,10,14,46.3083333333333,-64.1086666666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",1.56,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,3
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",143,"Turbot de sable","Windowpane flounder","Scophthalmus aquosus",0,1
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,7
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.5,30
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,1
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,47
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.26,20
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,31
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6200,"Ophiuroidea non-spécifié","Brittle star unidentified","Ophiuroidea (c.)",0,1
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",0,39
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",3.01,0
2012,6,28,11,15,46.2809166666667,-64.0994166666667,"8 gang toothed scallop drag lined with 14 mm mesh",9991,NA,"First Unidentified Per Set",NA,1,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,1
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",621,"Sigouine de roche","Rock gunnel","Pholis gunnellus",0,2
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0.17,5
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,19
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.76,24
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,17
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",43.2,4704
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.76,0
2012,6,28,13,40,46.2594166666667,-64.0830833333333,"8 gang toothed scallop drag lined with 14 mm mesh",9991,NA,"First Unidentified Per Set",NA,0.2,0
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",43,"Plie rouge","Winter flounder","Pseudopleuronectes americanus",0,5
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,1
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",204,"Raie tachetée","Winter skate","Leucoraja ocellata",0,1
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2416,"Crangon crevette non-spécifié","Crangon shrimp unidentified","Crangon sp.",0,1
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2513,"Crabe commun","Atlantic rock crab","Cancer irroratus",0,6
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2539,"Crabe calico","Lady crab","Ovalipes ocellatus",0,1
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",2561,"Bernards l'hermite droitiers non-spécifié","Right handed hermit crab unidentified","Pagurus sp.",0,1
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",4316,"Astarte non-spécifié","Astarte unidentified","Astarte sp.",0,11
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6110,"Asterias non-spécifié","Asterias unidentified","Asterias sp.",0.6,20
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6119,"Petite étoile rouge sang","Fat blood star","Henricia sanguinolenta",0,3
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",6511,"Oursin plat","Common sand dollar","Echinarachnius parma",1.54,211
2012,6,28,15,3,46.2773333333333,-64.2653333333333,"8 gang toothed scallop drag lined with 14 mm mesh",8600,"Porifera non-spécifié","Sponge unidentified","Porifera",0.82,0
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",122,"Tanche-tautogue","Cunner","Tautogolabrus adspersus",0,2
2012,6,28,15,43,46.2934166666667,-64.2743333333333,"8 gang toothed scallop drag lined with 14 mm mesh",301,"Chaboisseau à épines courtes","Shorthorn sculpin","Myoxocephalus scorpius",0,1
